Movie Name,Star 1,Star 2,Star 3,Star 4,Votes,Genre 1,Genre 2,Genre 3,Gross Collection,Certification
 The Taking of Pelham One Two Three , Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo,32997,Action, Crime, Thriller, $2.49M,U
 Vampire Hunter D: Bloodlust , Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee,33542,Animation, Action, Drama, $0.15M,U
 Fearless , Jet Li, Li Sun, Yong Dong, Yun Qu,77473,Action, Biography, Drama, $24.63M,PG-13
 Pushpa: The Rise - Part 1 , Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari,80629,Action, Crime, Drama,N/A,UA
 Ludo , Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh,41329,Action, Comedy, Crime,N/A,16
 Lupin III: The Castle of Cagliostro , Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi, Makio Inoue,31816,Animation, Action, Adventure,N/A,U
 Cell 211 , Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Morón,69235,Action, Crime, Drama,N/A,A
 Evangelion: 1, Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuriko Yamaguchi,25801,Animation, Action, Drama, $0.11M,Not Rated
 The Boy and the Beast , Kôji Yakusho, Aoi Miyazaki, Shôta Sometani, Suzu Hirose,25418,Animation, Action, Adventure, $0.45M,U
 Mortal World , Ahmet Mümtaz Taylan, Alper Kul, Sarp Apak, Irem Sak,28219,Action, Comedy, Crime,N/A,N/A
 The Covenant , Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong,51951,Action, Thriller, War,N/A,R
 Indiana Jones and the Temple of Doom , Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri,505222,Action, Adventure,N/A, $179.87M,(Banned)
 Batman , Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl,388117,Action, Adventure,N/A, $251.19M,U
 Harry Potter and the Order of the Phoenix , Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson,602247,Action, Adventure, Family, $292.00M,UA
 Scott Pilgrim vs, Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Anna Kendrick,442312,Action, Comedy, Fantasy, $31.49M,U
 Fury , Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña,513432,Action, Drama, War, $85.82M,A
 Total Recall , Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin,341290,Action, Adventure, Sci-Fi, $119.39M,A
 The Hunger Games: Catching Fire , Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman,684626,Action, Adventure, Sci-Fi, $424.67M,UA
 The Warriors , Michael Beck, James Remar, Dorsey Wright, Brian Tyler,106237,Action, Crime, Thriller, $22.49M,UA
 Lone Survivor , Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster,295894,Action, Biography, Drama, $125.10M,A
 Doctor Strange , Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong,767286,Action, Adventure, Fantasy, $232.64M,UA
 Master and Commander: The Far Side of the World , Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy,228991,Action, Adventure, Drama, $93.93M,PG-13
 Collateral , Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo,416564,Action, Crime, Drama, $101.01M,A
 The Crow , Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson,190598,Action, Crime, Drama, $50.69M,A
 Upgrade , Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden,193412,Action, Sci-Fi, Thriller, $11.98M,18
 It's a Mad Mad Mad Mad World , Spencer Tracy, Milton Berle, Ethel Merman, Mickey Rooney,43916,Action, Adventure, Comedy, $46.30M,N/A
 Source Code , Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright,531492,Action, Drama, Mystery, $54.71M,UA
 Munich , Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds,232300,Action, Drama, History, $47.40M,A
 Midnight Run , Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton,89595,Action, Comedy, Crime, $38.41M,A
 The Hunt for Red October , Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill,206920,Action, Adventure, Thriller, $122.01M,U
 Enemy at the Gates , Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz,269273,Action, Drama, War, $51.40M,A
 Grindhouse , Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell,187591,Action, Horror, Thriller, $25.04M,R
 Riders of Justice , Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann,55306,Action, Comedy, Drama,N/A,N/A
 The Guns of Navarone , David Niven, Gregory Peck, Anthony Quinn, Anthony Quayle,53254,Action, Adventure, Drama, $28.90M,U
 Headhunters , Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau, Julie R. Ølgaard,104424,Action, Crime, Thriller, $1.20M,R
 Tora! Tora! Tora! , Martin Balsam, Sô Yamamura, Jason Robards, Joseph Cotten,35764,Action, Drama, History, $29.55M,N/A
 Police Story , Jackie Chan, Maggie Cheung, Brigitte Lin, Yuen Chor,39173,Action, Comedy, Crime, $0.11M,UA
 Ip Man 2 , Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung, Lynn Xiong,108245,Action, Biography, Drama, $0.21M,R
 13 Assassins , Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya, Ikki Sawamura,67000,Action, Adventure, Drama, $0.80M,R
 House of Flying Daggers , Ziyi Zhang, Takeshi Kaneshiro, Andy Lau, Dandan Song,114378,Action, Adventure, Drama, $11.05M,UA
 The Legend of Drunken Master , Jackie Chan, Ho-Sung Pak, Lung Ti, Anita Mui,47523,Action, Comedy,N/A, $11.55M,UA
 A Bittersweet Life , Lee Byung-hun, Shin Min-a, Yeong-cheol Kim, Hwang Jung-min,41539,Action, Crime, Drama,N/A,N/A
 New World , Lee Jung-jae, Choi Min-sik, Hwang Jung-min, Park Sung-woong,25066,Action, Crime, Drama, $0.46M,N/A
 Tanhaji: The Unsung Warrior , Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol,34317,Action, Biography, Drama,N/A,UA
 Mesrine: Killer Instinct , Vincent Cassel, Cécile de France, Gérard Depardieu, Gilles Lellouche,34580,Action, Biography, Crime, $0.55M,R
 The Blind Swordsman: Zatoichi , Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda,50573,Action, Comedy, Crime, $0.85M,R
 Delhi Belly , Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury,30997,Action, Comedy, Crime, $1.53M,A
 Jodhaa Akbar , Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha,33653,Action, Drama, History, $3.44M,UA
 Mersal , Joseph Vijay, Nithya Menen, S.J. Suryah, Samantha Ruth Prabhu,36242,Action, Thriller,N/A,N/A,UA
 To Strike , Shaan Shahid, Hamza Ali Abbasi, Shamoon Abbasi, Ayesha Khan,29929,Action, Crime, Drama,N/A,N/A
 John Wick , Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe,697640,Action, Crime, Thriller, $43.04M,A
 Mission: Impossible - Rogue Nation , Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg,384678,Action, Adventure, Thriller, $195.04M,UA
 Spider-Man: Homecoming , Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei,682020,Action, Adventure, Sci-Fi, $334.20M,U
 Spider-Man , Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco,840328,Action, Adventure, Sci-Fi, $403.71M,U
 Ready Player One , Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe,455152,Action, Adventure, Sci-Fi, $137.69M,UA
 John Wick: Chapter 3 - Parabellum , Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne,393143,Action, Crime, Thriller, $171.02M,A
 John Wick: Chapter 2 , Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose,479354,Action, Crime, Thriller, $92.03M,A
 Nobody , Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd,288096,Action, Crime, Drama, $27.27M,A
 Spider-Man 2 , Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco,674216,Action, Adventure, Sci-Fi, $373.59M,U
 The Rock , Sean Connery, Nicolas Cage, Ed Harris, John Spencer,347379,Action, Adventure, Thriller, $134.07M,A
 Shang-Chi and the Legend of the Ten Rings , Simu Liu, Awkwafina, Tony Leung Chiu-wai, Ben Kingsley,404149,Action, Adventure, Fantasy, $224.54M,UA
 Spider-Man: Far from Home , Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei,517843,Action, Adventure, Comedy, $390.53M,U
 Predestination , Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West,291587,Action, Drama, Sci-Fi, $0.07M,18
 Mission: Impossible - Ghost Protocol , Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton,502220,Action, Adventure, Thriller, $209.40M,UA
 The Last Duel , Matt Damon, Adam Driver, Jodie Comer, Harriet Walter,166094,Action, Drama, History, $10.85M,A
 Wonder Woman , Gal Gadot, Chris Pine, Robin Wright, Lucy Davis,675401,Action, Adventure, Fantasy, $412.56M,UA
 Superman , Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando,180909,Action, Adventure, Sci-Fi, $134.22M,U
 A History of Violence , Viggo Mortensen, Maria Bello, Ed Harris, William Hurt,245010,Action, Crime, Drama, $31.49M,UA
 X2: X-Men United , Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen,561464,Action, Sci-Fi, Thriller, $214.95M,UA
 Law Abiding Citizen , Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney,307026,Action, Crime, Drama, $73.34M,A
 Looper , Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano,587480,Action, Drama, Sci-Fi, $66.49M,A
 War for the Planet of the Apes , Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval,267188,Action, Adventure, Drama, $146.88M,UA
 How to Train Your Dragon: The Hidden World , Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett,138688,Animation, Action, Adventure, $160.80M,U
 Open Range , Kevin Costner, Robert Duvall, Diego Luna, Abraham Benrubi,75574,Action, Drama, Romance, $58.33M,U
 Sherlock Holmes: A Game of Shadows , Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams,466417,Action, Adventure, Mystery, $186.85M,UA
 Bullitt , Steve McQueen, Jacqueline Bisset, Robert Vaughn, Don Gordon,72297,Action, Crime, Thriller, $42.30M,A
 Thief , James Caan, Tuesday Weld, Willie Nelson, Jim Belushi,35031,Action, Crime, Drama, $11.49M,N/A
 Black Dynamite , Michael Jai White, Arsenio Hall, Tommy Davidson, Phyllis Applegate,50313,Action, Comedy,N/A, $0.23M,R
 Rurouni Kenshin Part I: Origins , Takeru Satoh, Emi Takei, Yû Aoi, Munetaka Aoki,27688,Action, Adventure, Drama,N/A,N/A
 Mission Majnu , Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi, Zakir Hussain,41741,Action, Drama, History,N/A,UA 16+
 Drunken Master , Jackie Chan, Siu-Tin Yuen, Jeong-lee Hwang, Dean Shek,42008,Action, Comedy,N/A,N/A,U
 Summer Wars , Ryunosuke Kamiki, Nanami Sakuraba, Mitsuki Tanimura, Takahiro Yokokawa,30708,Animation, Action, Adventure, $0.08M,U
 Mesrine: Public Enemy No, Vincent Cassel, Ludivine Sagnier, Mathieu Amalric, Samuel Le Bihan,30575,Action, Biography, Crime, $0.28M,R
 Dungeons & Dragons: Honor Among Thieves , Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith,128351,Action, Adventure, Comedy,N/A,UA
 Bullet Train , Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry,363005,Action, Comedy, Thriller, $103.37M,A
 No Time to Die , Daniel Craig, Ana de Armas, Rami Malek, Léa Seydoux,420240,Action, Adventure, Thriller, $160.87M,UA
 Tenet , John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak,532320,Action, Sci-Fi, Thriller, $58.46M,UA
 Fast Five , Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster,393574,Action, Crime, Thriller, $209.84M,UA
 True Lies , Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton,269680,Action, Comedy, Thriller, $146.28M,A
 Starship Troopers , Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey,305715,Action, Adventure, Sci-Fi, $54.81M,A
 The Nice Guys , Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer,343476,Action, Comedy, Crime, $36.26M,18
 Alita: Battle Angel , Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali,279502,Action, Adventure, Sci-Fi, $85.71M,UA
 Black Panther , Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira,803349,Action, Adventure, Sci-Fi, $700.06M,UA
 Ant-Man , Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly,694457,Action, Comedy, Sci-Fi, $180.20M,UA
 Men in Black , Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio,585613,Action, Adventure, Comedy, $250.69M,UA
 X-Men , Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen,628109,Action, Adventure, Sci-Fi, $157.30M,UA
 Avengers: Age of Ultron , Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth,887019,Action, Adventure, Sci-Fi, $459.01M,UA
 The Karate Kid , Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove,233515,Action, Drama, Family, $90.82M,U
 The Accountant , Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal,305974,Action, Thriller,N/A, $86.26M,18
 Dawn of the Dead , Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber,262996,Action, Horror,N/A, $59.02M,A
 Face/Off , John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola,388014,Action, Crime, Sci-Fi, $112.23M,UA
 Speed , Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton,377168,Action, Adventure, Thriller, $121.25M,A
 American Sniper , Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis,504152,Action, Biography, Drama, $350.13M,A
 El Camino: A Breaking Bad Movie , Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker,268152,Action, Crime, Drama,N/A,16
 Pirates of the Caribbean: Dead Man's Chest , Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport,737756,Action, Adventure, Fantasy, $423.32M,12+
 13 Hours , John Krasinski, Pablo Schreiber, James Badge Dale, David Denman,150793,Action, Drama, History, $52.85M,A
 Eye in the Sky , Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi,88713,Action, Drama, Thriller, $18.70M,UA
 Beverly Hills Cop , Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher,192082,Action, Comedy, Crime, $234.76M,A
 Raya and the Last Dragon , Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang,160043,Animation, Action, Adventure, $54.72M,U
 The Lego Batman Movie , Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes,160875,Animation, Action, Adventure, $175.75M,U
 Patriots Day , Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman,107898,Action, Crime, Drama, $31.89M,A
 Equilibrium , Christian Bale, Sean Bean, Emily Watson, Taye Diggs,338701,Action, Drama, Sci-Fi, $1.20M,UA
 Southpaw , Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker,247391,Action, Crime, Drama, $52.42M,16
 Enemy of the State , Will Smith, Gene Hackman, Jon Voight, Lisa Bonet,251078,Action, Thriller,N/A, $111.55M,A
 Megamind , Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey,276884,Animation, Action, Comedy, $148.42M,U
 Layer Cake , Daniel Craig, Sienna Miller, Michael Gambon, Tom Hardy,188222,Action, Crime, Drama, $2.34M,UA
 Okja , Tilda Swinton, Paul Dano, Seo-hyun Ahn, Jake Gyllenhaal,126830,Action, Adventure, Drama,N/A,UA
 The Next Three Days , Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie,200939,Action, Crime, Drama, $21.15M,13
 The Adventures of Tintin , Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg,236855,Animation, Action, Adventure, $77.59M,U
 Grosse Pointe Blank , John Cusack, Minnie Driver, Dan Aykroyd, Joan Cusack,96962,Action, Comedy, Crime, $28.01M,U
 From Russia with Love , Sean Connery, Robert Shaw, Lotte Lenya, Daniela Bianchi,139655,Action, Adventure, Thriller, $24.80M,A
 Crimson Tide , Gene Hackman, Denzel Washington, Matt Craven, George Dzundza,117821,Action, Drama, Thriller, $91.40M,U
 The Negotiator , Samuel L. Jackson, Kevin Spacey, David Morse, Ron Rifkin,148493,Action, Crime, Drama, $44.48M,R
 To Live and Die in L, William Petersen, Willem Dafoe, Jane Leeves, Cherise Bates,35779,Action, Crime, Drama, $17.31M,N/A
 Nikita , Anne Parillaud, Marc Duret, Patrick Fontana, Alain Lathière,74143,Action, Crime, Drama, $5.02M,N/A
 Invictus , Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng,163654,Action, Adventure, Biography, $37.49M,UA
 Star Trek IV: The Voyage Home , William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,88495,Action, Adventure, Comedy, $109.71M,U
 Running Scared , Paul Walker, Cameron Bright, Chazz Palminteri, Vera Farmiga,101593,Action, Crime, Drama, $6.86M,R
 The Getaway , Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers,34003,Action, Crime, Thriller, $36.73M,A
 Shaolin Soccer , Stephen Chow, Wei Zhao, Yat-Fei Wong, Man-Tat Ng,84231,Action, Comedy, Fantasy, $0.49M,U
 Jason and the Argonauts , Todd Armstrong, Nancy Kovack, Gary Raymond, Laurence Naismith,29519,Action, Adventure, Family, $4.58M,U
 Assault on Precinct 13 , Austin Stoker, Darwin Joston, Laurie Zimmer, Martin West,52919,Action, Crime, Thriller,N/A,A
 Get Carter , Michael Caine, Ian Hendry, Britt Ekland, John Osborne,35295,Action, Crime, Thriller, $0.39M,UA
 Bacurau , Bárbara Colen, Thomas Aquino, Silvero Pereira, Thardelly Lima,29060,Action, Adventure, Drama,N/A,N/A
 Ghajini , Aamir Khan, Asin Thottumkal, Jiah Khan, Aamir Naik,64334,Action, Drama, Mystery, $2.43M,UA
 Red Cliff , Tony Leung Chiu-wai, Takeshi Kaneshiro, Fengyi Zhang, Chang Chen,47382,Action, Adventure, Drama, $0.63M,R
